conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,label,similarity_score
1929566733708538150,Mon Jun 02 15:52:13 +0000 2025,0,pasti nilai nya jelek nih takut plss,1929566733708538150,,,in,,0,0,0,https://x.com/undefined/status/1929566733708538150,1865298251311910914,,pasti nilai nya jelek nih takut plss,stres,0.8180157
1929565448988733945,Mon Jun 02 15:47:07 +0000 2025,0,pusing banget plss uts 2 pelajaran susahhh,1929565448988733945,,,in,,0,0,0,https://x.com/undefined/status/1929565448988733945,1865298251311910914,,pusing banget plss uts  pelajaran susahhh,stres,0.81100607
1929565294059544831,Mon Jun 02 15:46:30 +0000 2025,0,aaaaaaaa,1929565294059544831,,,und,,0,0,0,https://x.com/undefined/status/1929565294059544831,1865298251311910914,,aaaaaaaa,stres,0.6587218
1929565268474302925,Mon Jun 02 15:46:24 +0000 2025,0,gabisa tidur plsss ini materi susah banget,1929565268474302925,,,in,,0,0,0,https://x.com/undefined/status/1929565268474302925,1865298251311910914,,gabisa tidur plsss ini materi susah banget,stres,0.8210465
1929442776648749219,Mon Jun 02 07:39:39 +0000 2025,0,duh takut jelek nih hasilnya,1929442776648749219,,,in,,0,0,0,https://x.com/undefined/status/1929442776648749219,1865298251311910914,,duh takut jelek nih hasilnya,stres,0.73964405
1929442711729226037,Mon Jun 02 07:39:24 +0000 2025,0,Pusingh banget abis ulangan,1929442711729226037,,,in,,0,0,0,https://x.com/undefined/status/1929442711729226037,1865298251311910914,,pusingh banget abis ulangan,stres,0.8178339
1929309091391807717,Sun Jun 01 22:48:26 +0000 2025,0,pagi pagi udah diomelin males banget pls,1929309091391807717,,,in,,0,0,0,https://x.com/undefined/status/1929309091391807717,1865298251311910914,,pagi pagi udah diomelin males banget pls,stres,0.57804763
1929199862483959897,Sun Jun 01 15:34:24 +0000 2025,0,dah lah mau tidur ajaa,1929199862483959897,,,in,,0,0,0,https://x.com/undefined/status/1929199862483959897,1865298251311910914,,dah lah mau tidur ajaa,stres,0.82395875
1929199785761800699,Sun Jun 01 15:34:06 +0000 2025,0,woi lah ini pusing bet cape belajar nyaaa,1929199785761800699,,,in,,0,0,0,https://x.com/undefined/status/1929199785761800699,1865298251311910914,,woi lah ini pusing bet cape belajar nyaaa,stres,0.8053177
1929164682280997261,Sun Jun 01 13:14:37 +0000 2025,0,aaaaa pusing susah banget,1929164682280997261,,,in,,0,0,0,https://x.com/undefined/status/1929164682280997261,1865298251311910914,,aaaaa pusing susah banget,stres,0.8129009
1929148088574505099,Sun Jun 01 12:08:40 +0000 2025,0,duh susah banget materi ini,1929148088574505099,,,in,,0,0,0,https://x.com/undefined/status/1929148088574505099,1865298251311910914,,duh susah banget materi ini,stres,0.78802013
1929106759022473706,Sun Jun 01 09:24:27 +0000 2025,0,yhh kita belajar duluuu,1929106759022473706,,,in,,0,0,0,https://x.com/undefined/status/1929106759022473706,1865298251311910914,,yhh kita belajar duluuu,tidak_stres,0.7923769
1929070195403890965,Sun Jun 01 06:59:09 +0000 2025,0,woiii ini rotinya enak banget gila,1929070195403890965,,,in,,0,0,0,https://x.com/undefined/status/1929070195403890965,1865298251311910914,,woiii ini rotinya enak banget gila,tidak_stres,0.68302894
1929041243989774469,Sun Jun 01 05:04:07 +0000 2025,0,eh iya besok ulangan semoga gampang wkwkkw,1929041243989774469,,,in,,0,0,0,https://x.com/undefined/status/1929041243989774469,1865298251311910914,,eh iya besok ulangan semoga gampang wkwkkw,tidak_stres,0.787284
1929036346976297439,Sun Jun 01 04:44:39 +0000 2025,0,laperrr makan apa yah siang ini,1929036346976297439,,,in,,0,0,0,https://x.com/undefined/status/1929036346976297439,1865298251311910914,,laperrr makan apa yah siang ini,tidak_stres,0.8016081
1929032922234810751,Sun Jun 01 04:31:03 +0000 2025,0,mau pamer hehe dapet banyak mutasinya cuy https://t.co/b24VBIBFra,1929032922234810751,https://pbs.twimg.com/media/GsVNOBbaMAIip41.jpg,,in,,0,0,0,https://x.com/undefined/status/1929032922234810751,1865298251311910914,,mau pamer hehe dapet banyak mutasinya cuy,tidak_stres,0.8041462
1928996389985636612,Sun Jun 01 02:05:53 +0000 2025,0,podhub eps baru agak 18+ tapi ngakak bangat ,1928996389985636612,,,in,,0,0,0,https://x.com/undefined/status/1928996389985636612,1865298251311910914,,podhub eps baru agak  tapi ngakak bangat,tidak_stres,0.7993399
1928995406706250041,Sun Jun 01 02:01:58 +0000 2025,0,Hari minggu saatnya turuuu ,1928995406706250041,,,in,,0,0,0,https://x.com/undefined/status/1928995406706250041,1865298251311910914,,hari minggu saatnya turuuu,tidak_stres,0.7280011
